eez_mrgid,abnj_length_km,sol_length_km,pct_length,PolygonID,GeoName,Pol_type,MRGID_Ter1,Territory1,MRGID_Sov1,Sovereign1,ISO_Ter1,MRGID_Ter2,Territory2,MRGID_Sov2,Sovereign2,ISO_Ter2,MRGID_Ter3,Territory3,MRGID_Sov3,Sovereign3,ISO_Ter3,x_1,y_1,Area_km2,MRGID_EEZ,rmapshaper,rmapshap_1
8465,8167.6174217553,2355.0728747109,0.288342701806517,11,Chilean Exclusive Economic Zone,200NM,2165,Chile,2165,Chile,CHL,0,NA,0,NA,NA,0,NA,0,NA,NA,-75.6994658,-40.7386937,2465054.67659,8465,10,NA
8466,2004.3447310939,651.4184744705,0.325003211456035,13,Argentinean Exclusive Economic Zone,200NM,2149,Argentina,2149,Argentina,ARG,0,NA,0,NA,NA,0,NA,0,NA,NA,-62.1595041,-47.0899882,1072785.76611,8466,270,NA
8467,350.757569285001,300.6461923513,0.857133868740596,17,Uruguayan Exclusive Economic Zone,200NM,2216,Uruguay,2216,Uruguay,URY,0,NA,0,NA,NA,0,NA,0,NA,NA,-53.3214266,-35.7892709,143090.710488,8467,15,NA
8471,400.8615898017,400.8615898017,1,117,Guinea Bissau Exclusive Economic Zone,200NM,8685,Guinea-Bissau,8685,Guinea-Bissau,GNB,0,NA,0,NA,NA,0,NA,0,NA,NA,-17.5671963,10.5806587,106745.931659,8471,112,NA
8472,250.5421718346,200.4307949008,0.799988255203272,118,Guinean Exclusive Economic Zone,200NM,2122,Guinea,2122,Guinea,GIN,0,NA,0,NA,NA,0,NA,0,NA,NA,-15.6205074,9.1811392,102165.349909,8472,113,NA
8473,450.9508974843,50.1040205167,0.111107485972892,119,Ivory Coast Exclusive Economic Zone,200NM,2161,Ivory Coast,2161,Ivory Coast,CIV,0,NA,0,NA,NA,0,NA,0,NA,NA,-5.4494861,3.3080615,172015.188351,8473,114,NA
8474,150.3267743842,50.1113769338,0.33334964539136,166,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.8227833,4.0851246,179050.962041,8474,158,NA
8476,450.9729667355,250.5421718347,0.555559180516568,258,Gabonese Exclusive Economic Zone,200NM,2104,Gabon,2104,Gabon,GAB,0,NA,0,NA,NA,0,NA,0,NA,NA,8.7389708,-3.0625412,201753.746636,8476,241,NA
8477,50.1113769337001,50.1113769337001,1,257,Democratic Republic of the Congo Exclusive Economic Zone,200NM,2198,Democratic Republic of the Congo,2198,Democratic Republic of the Congo,COD,0,NA,0,NA,NA,0,NA,0,NA,NA,10.7325555,-6.401526,13360.665776,8477,240,NA
8478,1553.4085464438,701.5372078213,0.45161152835635,39,Angolan Exclusive Economic Zone,200NM,2150,Angola,2150,Angola,AGO,0,NA,0,NA,NA,0,NA,0,NA,NA,11.0353709,-11.7010978,495861.858053,8478,36,NA
8479,300.6682616025,50.1113769337001,0.166666666666501,46,Tanzanian Exclusive Economic Zone,200NM,2205,Tanzania,2205,Tanzania,TZA,0,NA,0,NA,NA,0,NA,0,NA,NA,41.1678741,-7.2098467,241452.798387,8479,43,NA
8480,3657.9539621539,200.438151318,0.0547951541741047,259,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853172,14.5979956,1659486.57465,8480,242,NA
8481,150.3194179671,0,0,164,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686,20.411179,112302.620749,8481,157,NA
8482,350.772282119199,0,0,247,Myanmar Exclusive Economic Zone,200NM,2219,Myanmar,2219,Myanmar,MMR,0,NA,0,NA,NA,0,NA,0,NA,NA,94.6555111,14.9965422,497442.180134,8482,231,NA
8487,11775.3202350509,3206.8853619967,0.272339545590527,238,Japanese Exclusive Economic Zone,200NM,2121,Japan,2121,Japan,JPN,0,NA,0,NA,NA,0,NA,0,NA,NA,138.4818153,29.5117768,4043057.35049,8487,222,NA
8488,2455.2882721612,0,0,270,Kiribati Exclusive Economic Zone (Gilbert Islands),200NM,17597,Gilbert Islands,2116,Kiribati,KIR,0,NA,0,NA,NA,0,NA,0,NA,NA,172.7821424,-0.2591236,1053239.66469,8488,261,NA
8492,4509.6855288526,450.950897484299,0.0999960850039658,220,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.8981476,-3.3090348,6025109.71458,8492,207,NA
8493,11073.5181962171,1853.9591053734,0.16742277138324,246,Canadian Exclusive Economic Zone,200NM,2169,Canada,2169,Canada,CAN,0,NA,0,NA,NA,0,NA,0,NA,NA,-90.3213368,68.6613959,5769849.28296,8493,230,NA
21787,4008.579115932,0,0,262,Chilean Exclusive Economic Zone (Easter Island),200NM,15120,Easter Island,2165,Chile,CHL,0,NA,0,NA,NA,0,NA,0,NA,NA,-107.4386879,-26.8240004,729763.366364,21787,248,NA
22756,3106.6846773806,1703.6617566575,0.54838579823104,261,Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands),200NM,25135,Islas San F�lix and San Ambrosio,2165,Chile,CHL,0,NA,0,NA,NA,0,NA,0,NA,NA,-79.9908636,-26.3309137,450960.402638,22756,247,NA
33177,300.660905185399,50.1113769337002,0.166670744581174,72,Guadeloupean Exclusive Economic Zone,200NM,8654,Guadeloupe,17,France,GLP,0,NA,0,NA,NA,0,NA,0,NA,NA,-59.8504431,16.7988046,90858.9144169,33177,69,NA
33178,50.1113769336999,50.1113769336997,0.999999999999995,101,Martinican Exclusive Economic Zone,200NM,8655,Martinique,17,France,MTQ,0,NA,0,NA,NA,0,NA,0,NA,NA,-60.200546,14.9751155,47599.5553363,33178,96,NA
33181,1853.9223232881,0,0,230,Svalvard Exclusive Economic Zone,200NM,5334,Svalbard,2252,Norway,SJM,0,NA,0,NA,NA,0,NA,0,NA,NA,18.2890416,78.7134023,796621.045326,33181,215,NA
48957,450.987679569598,0,0,172,Guam Exclusive Economic Zone,200NM,8599,Guam,2204,United States,GUM,0,NA,0,NA,NA,0,NA,0,NA,NA,144.0026079,12.9295752,208211.490668,48957,164,NA
48980,3257.0555902672,50.1113769338001,0.0153854840806353,177,Northern Mariana Exclusive Economic Zone,200NM,8598,Northern Mariana Islands,2204,United States,MNP,0,NA,0,NA,NA,0,NA,0,NA,NA,145.7393322,18.2865983,763555.008407,48980,169,NA
