feature,absolute_held,relative_held
_area_km2,58498697.19012785,0.26382598061418605
bio_vgpm,8568846.241859436,0.33000459768524854
nspp_bivalves,25327.934019505978,0.5679491402358862
nspp_bony.fishes,6949349.794311523,0.3300085203449673
nspp_cephalopods,33691.49807703495,0.4867678188033118
nspp_cetaceans,335703.7391617298,0.3318607204553207
nspp_chitons,2088.3610585927963,0.5272300778149337
nspp_corals,30371.57929188013,0.4976841458926813
nspp_crustaceans,574995.0607712269,0.37367768548136804
nspp_echinoderms,43627.318480312824,0.4561177565566817
nspp_euphausiids,6269.517276287079,0.33005739946742507
nspp_forams,1212.3298134803772,0.6717546061370898
nspp_gastropods,43426.53152924776,0.5441046545117034
nspp_hydrozoans,33889.841493964195,0.5877241095716492
nspp_jellyfish,9132.451558113098,0.4258553789816802
nspp_other,117077.85794460773,0.3941677527477044
nspp_pinnipeds,15676.411822676659,0.3300129794066863
nspp_reptiles,12173.311494350433,0.4838958622218616
nspp_sea.spiders,121724.29025506973,0.46406677518011097
nspp_seagrasses,31.351778626441956,0.6420344899053237
nspp_sharks.n.rays,275671.07470464706,0.3727235651543475
nspp_sponges,11232.425568640232,0.6241385775073945
nspp_tunas.n.billfishes,209224.99327540398,0.3300044733990567
nspp_tunicates,249859.2003003955,0.43057735146277304
nspp_worms,97714.53406465054,0.4718525942456056
X2100_nspp_bivalves,35046.153571903706,0.4874087469962174
X2100_nspp_bony.fishes,6012015.7918839455,0.36958335957953325
X2100_nspp_cephalopods,35614.54607522488,0.49341837190440496
X2100_nspp_cetaceans,351183.4203234911,0.3425323921988048
X2100_nspp_chitons,2609.484009027481,0.5590322923092967
X2100_nspp_corals,67707.38631629944,0.3393896292532102
X2100_nspp_crustaceans,627905.3995622396,0.3699052330830619
X2100_nspp_echinoderms,53391.25697308779,0.43778885679882473
X2100_nspp_euphausiids,5990.199253618717,0.7591343296396147
X2100_nspp_forams,1358.4740430116653,0.6741416475574473
X2100_nspp_gastropods,51396.66811299324,0.5195505330569308
X2100_nspp_hydrozoans,52128.17200362682,0.46595094180460706
X2100_nspp_jellyfish,9705.426802456379,0.42984270417965276
X2100_nspp_other,130413.38429379463,0.39701515226295314
X2100_nspp_pinnipeds,21598.688861966133,0.33454275915241616
X2100_nspp_reptiles,2429.2214242219925,0.3449172509577517
X2100_nspp_sea.spiders,133260.6290460825,0.46156622928996793
X2100_nspp_seagrasses,52.632227540016174,0.6938627902220352
X2100_nspp_sharks.n.rays,310305.3749369383,0.35529001456562387
X2100_nspp_sponges,14988.232979476452,0.5872608584330732
X2100_nspp_tunas.n.billfishes,201484.02057731152,0.3300005918750664
X2100_nspp_tunicates,265407.02647060156,0.431971702722288
X2100_nspp_worms,99674.90501868725,0.45997379800375726
rls_all_now,771142.3002979513,0.3405488949038118
rls_all_future,906702.3013304446,0.3300018819228111
phys_seamounts_gt200to800m,194,0.708029197080292
phys_seamounts_gt800m,5552,0.3300832342449465
phys_seamounts_0to200m,81,0.6923076923076923
phys_vents,117,0.4105263157894737
scapes_hetero,135846.6158235073,0.330012888176099
