feature,absolute_held,relative_held
_area_km2,33591745.12668872,0.1514969653048283
bio_vgpm,5193172.542633057,0.20000018290324853
nspp_bivalves,15808.288444519043,0.35448228125321873
nspp_bony.fishes,4211912.568327427,0.20001396902396248
nspp_cephalopods,22433.27119076252,0.3241112776043009
nspp_cetaceans,206835.74910259247,0.20446796596457845
nspp_chitons,1329.4150661230087,0.3356256840149437
nspp_corals,21166.659012258053,0.34684764037718746
nspp_crustaceans,360410.21235716343,0.2342233232348707
nspp_echinoderms,26330.111296713352,0.27527777807302267
nspp_euphausiids,3800.6488202810287,0.2000843463109158
nspp_forams,725.6819994449615,0.4021019860251225
nspp_gastropods,30632.468996584415,0.38380382621627585
nspp_hydrozoans,21918.39581334591,0.3801130101163789
nspp_jellyfish,5876.660163164139,0.274034559614777
nspp_other,75326.99437177181,0.2536045039943249
nspp_pinnipeds,9502.103895306587,0.20003414382020127
nspp_reptiles,8479.464793086052,0.3370634136105493
nspp_sea.spiders,74255.84571242332,0.28309609187966445
nspp_seagrasses,19.603403568267822,0.4014464812451184
nspp_sharks.n.rays,173143.21914815903,0.23409985248667964
nspp_sponges,7120.1031039357185,0.39563413937978087
nspp_tunas.n.billfishes,126810.66916894913,0.20001476613932156
nspp_tunicates,156120.3912100196,0.269039140746965
nspp_worms,65557.79129004478,0.31657126740995456
X2100_nspp_bivalves,21888.793409585953,0.3044211213403589
X2100_nspp_bony.fishes,3753562.761347294,0.23074695472425696
X2100_nspp_cephalopods,23851.077536702156,0.3304425057522229
X2100_nspp_cetaceans,219787.18711829185,0.21437296472859427
X2100_nspp_chitons,1617.3672051429749,0.34649014635423114
X2100_nspp_corals,41528.10378801823,0.20816351826612145
X2100_nspp_crustaceans,393022.47949934006,0.231533399756464
X2100_nspp_echinoderms,32595.300321519375,0.2672695882017752
X2100_nspp_euphausiids,4145.760656297207,0.5253897413785079
X2100_nspp_forams,825.7862302064896,0.40979575033137083
X2100_nspp_gastropods,36225.31728196144,0.3661887743894732
X2100_nspp_hydrozoans,32947.789633989334,0.29450588847177067
X2100_nspp_jellyfish,6280.199393332005,0.2781431404267578
X2100_nspp_other,84252.29060173035,0.25648775363726334
X2100_nspp_pinnipeds,12915.166541337967,0.20004341361945333
X2100_nspp_reptiles,1546.2084599733353,0.2195411114457902
X2100_nspp_sea.spiders,81848.00838518143,0.2834916574810544
X2100_nspp_seagrasses,37.55144774913788,0.49504939330724296
X2100_nspp_sharks.n.rays,194142.86744511127,0.22228755211347337
X2100_nspp_sponges,9627.469637334347,0.3772183212991935
X2100_nspp_tunas.n.billfishes,122121.80419409275,0.20001719019418684
X2100_nspp_tunicates,166850.21892255545,0.2715624153814417
X2100_nspp_worms,66634.75303804874,0.30750207816307745
rls_all_now,472792.67612723075,0.208792882080952
rls_all_future,549584.6468663358,0.20002592634390687
phys_seamounts_gt200to800m,140,0.5109489051094891
phys_seamounts_gt800m,3366,0.20011890606420926
phys_seamounts_0to200m,47,0.4017094017094017
phys_vents,76,0.26666666666666666
scapes_hetero,82335.20576071739,0.20001734225730972
