feature,absolute_held,relative_held
_area_km2,72837770.0968114,0.3284944288431923
bio_vgpm,10386891.931564331,0.4000214260271552
nspp_bivalves,28614.466879427433,0.6416457753705108
nspp_bony.fishes,8423472.43965435,0.400011189284557
nspp_cephalopods,38666.98583972454,0.5586526403149389
nspp_cetaceans,408624.72566103935,0.40394693306767143
nspp_chitons,2384.202731847763,0.6019186130034888
nspp_corals,34569.11996859312,0.5664671823776559
nspp_crustaceans,683299.6718056202,0.4440626663958287
nspp_echinoderms,50925.93021082878,0.5324237621619418
nspp_euphausiids,7598.493770301342,0.4000210834701356
nspp_forams,1415.6114995479584,0.7843934338230856
nspp_gastropods,47739.73929399252,0.5981461894450897
nspp_hydrozoans,38198.92461723089,0.6624530528198255
nspp_jellyfish,10568.977036237717,0.49284200333011485
nspp_other,138951.70414054394,0.46781075365638475
nspp_pinnipeds,19001.08764231205,0.40000260364021856
nspp_reptiles,13781.79332435131,0.5478339042540313
nspp_sea.spiders,143822.997123003,0.5483168095024531
nspp_seagrasses,32.351778626441956,0.6625128971292071
nspp_sharks.n.rays,330591.15381515026,0.4469787539025941
nspp_sponges,12655.138398349285,0.7031927369415998
nspp_tunas.n.billfishes,253606.9980942011,0.4000069138309347
nspp_tunicates,296960.07904058695,0.5117453516610382
nspp_worms,113900.1270276308,0.5500110187020194
X2100_nspp_bivalves,40185.729230344296,0.5588880357756026
X2100_nspp_bony.fishes,7184010.461646795,0.44163069652182796
X2100_nspp_cephalopods,40757.73451983929,0.564674191461363
X2100_nspp_cetaceans,424324.717454195,0.41387193166688646
X2100_nspp_chitons,2971.870143175125,0.6366666256000236
X2100_nspp_corals,79833.1967651844,0.40017139231546356
X2100_nspp_crustaceans,746527.2925014496,0.4397865543569731
X2100_nspp_echinoderms,62296.99439269304,0.5108126592885233
X2100_nspp_euphausiids,6469.3261840343475,0.8198537958432854
X2100_nspp_forams,1578.1551187038422,0.7831582040872983
X2100_nspp_gastropods,57015.40938991308,0.5763483787677639
X2100_nspp_hydrozoans,60374.37639659643,0.5396601580600735
X2100_nspp_jellyfish,11254.227973401546,0.49843740867911784
X2100_nspp_other,154276.89746761322,0.46966242207760034
X2100_nspp_pinnipeds,26494.919448256493,0.4103806259901776
X2100_nspp_reptiles,2818.9506870508194,0.40025364170927086
X2100_nspp_sea.spiders,157308.14463448524,0.5448580550406364
X2100_nspp_seagrasses,56.51812493801117,0.745091471528358
X2100_nspp_sharks.n.rays,372885.60262966156,0.4269424311987106
X2100_nspp_sponges,16944.719154417515,0.663918844213093
X2100_nspp_tunas.n.billfishes,244226.69862270355,0.40000668472992135
X2100_nspp_tunicates,314569.09920209646,0.5119870080802008
X2100_nspp_worms,116286.39466619492,0.536631508209066
rls_all_now,933987.3179444876,0.4124638848851582
rls_all_future,1099110.3473793261,0.4000303986697662
phys_seamounts_gt200to800m,209,0.7627737226277372
phys_seamounts_gt800m,6729,0.40005945303210466
phys_seamounts_0to200m,86,0.7350427350427351
phys_vents,140,0.49122807017543857
scapes_hetero,164660.89217168093,0.4000115591089052
